,qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes,rangeRow
2928,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1517$ROW1$RANGE26$PHP02 X LH185,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,37.0,3.0,1,26,1517.0,PHP02 X LH185,2022-05-18,2022-07-29,2022-07-26,72.0,69.0,-3.0,1482.96,1418.86,-64.1,100.0,220.0,19044.0,6.24,54.47,19.4,55.7,16.1,13.4,3.9,2.5,31.2,13.8,405.0,21.1,86.7,14.4,6.48,68.77,11.52,3.24,1.43,1.24,yellow,0.0,10/19/2022 16:8:40,NA,26-1
2929,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1518$ROW2$RANGE26$PHK56 X LH198,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,64.0,3.0,2,26,1518.0,PHK56 X LH198,2022-05-18,2022-08-02,2022-07-30,76.0,73.0,-3.0,1570.4,1503.01,-67.4,110.0,270.0,32941.0,6.08,55.72,15.3,58.1,10.8,9.8,3.4,2.1,24.0,14.5,329.0,19.9,61.7,9.4,6.78,68.47,11.52,3.89,1.43,1.14,yellow,0.0,10/20/2022 12:22:3,NA,26-2
2930,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1519$ROW3$RANGE26$PHN46 X PHK56,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,51.0,3.0,3,26,1519.0,PHN46 X PHK56,2022-05-18,2022-07-30,2022-07-28,73.0,71.0,-2.0,1503.01,1463.36,-39.65,120.0,250.0,26250.0,10.68,101.63,12.2,59.8,12.4,9.4,3.9,2.0,24.0,15.5,324.0,22.8,72.3,12.2,6.5,68.43,10.8,4.03,1.05,1.11,yellow,0.0,10/20/2022 17:24:10,NA,26-3
2931,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1520$ROW4$RANGE26$2369 X PHN82,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,63.0,3.0,4,26,1520.0,2369 X PHN82,2022-05-18,2022-07-29,2022-07-26,72.0,69.0,-3.0,1482.96,1418.86,-64.1,110.0,270.0,32426.0,9.52,88.92,13.7,59.2,14.5,12.0,3.8,2.5,31.0,15.0,350.0,23.0,81.7,14.9,6.37,68.24,10.73,4.1,0.6,0.99,yellow,0.0,10/21/2022 13:15:10,NA,26-4
2932,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1521$ROW5$RANGE26$N209 X 3IIH6,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,64.0,3.0,5,26,1521.0,N209 X 3IIH6,2022-05-18,2022-07-25,2022-07-23,68.0,66.0,-2.0,1400.81,1348.11,-52.7,130.0,280.0,32941.0,9.86,95.69,10.4,61.2,15.8,12.4,3.8,2.5,27.5,17.5,443.0,19.3,83.7,13.8,6.51,68.53,10.94,4.2,1.78,1.49,yellow,0.0,10/21/2022 13:40:31,NA,26-5
2933,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1522$ROW6$RANGE26$4N506 X 3IIH6,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,67.0,3.0,6,26,1522.0,4N506 X 3IIH6,2022-05-18,2022-07-28,2022-07-26,71.0,69.0,-2.0,1463.36,1418.86,-44.5,140.0,310.0,34485.0,11.38,110.26,10.6,61.0,15.8,11.9,3.8,2.5,26.0,15.2,375.0,20.6,78.7,12.7,6.56,69.67,10.99,3.97,1.97,1.51,yellow,0.0,10/21/2022 14:4:51,NA,26-6
2934,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1523$ROW7$RANGE26$SYNGENTA NK0760-3111,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,67.0,3.0,7,26,1523.0,SYNGENTA NK0760-3111,2022-05-18,2022-07-28,2022-07-26,71.0,69.0,-2.0,1463.36,1418.86,-44.5,120.0,260.0,34485.0,6.58,63.95,10.3,61.0,15.2,12.4,3.8,2.5,30.5,15.0,455.0,15.8,73.4,13.1,7.64,69.12,11.57,3.74,3.07,1.81,yellow,0.0,10/21/2022 15:3:12,Solar panel,26-7
2935,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1524$ROW8$RANGE26$LH195 X LH123HT,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,67.0,3.0,8,26,1524.0,LH195 X LH123HT,2022-05-18,2022-08-03,2022-07-30,77.0,73.0,-4.0,1595.01,1503.01,-92.0,140.0,310.0,34485.0,7.38,65.08,18.6,55.9,14.5,13.2,3.6,2.5,32.0,15.0,422.0,20.5,87.1,15.2,7.17,69.67,10.91,4.21,1.19,1.14,yellow,0.0,10/21/2022 15:29:22,NA,26-8
2936,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1525$ROW9$RANGE26$B105 X 3IIH6,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,67.0,3.0,9,26,1525.0,B105 X 3IIH6,2022-05-18,2022-07-27,2022-07-24,70.0,67.0,-3.0,1442.4,1377.51,-64.9,130.0,290.0,34485.0,9.75,93.03,11.9,61.0,15.2,11.5,3.6,2.5,24.8,17.0,320.0,21.0,65.8,9.4,6.82,66.97,9.92,3.77,1.52,1.31,yellow,0.0,10/24/2022 9:12:35,NA,26-9
2937,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1526$ROW10$RANGE26$B37 X MO17,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,68.0,3.0,10,26,1526.0,B37 X MO17,2022-05-18,2022-07-30,2022-07-26,73.0,69.0,-4.0,1503.01,1418.86,-84.15,140.0,300.0,35000.0,2.41,NA,NA,60.3,14.1,14.0,3.0,1.8,29.0,10.5,268.0,22.2,62.0,11.6,6.47,68.44,11.9,4.23,1.32,1.06,yellow,0.0,10/24/2022 9:37:37,Not enough grain for accurate moisture,26-10
2938,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1537$ROW1$RANGE27$PHK76 X W606S,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,64.0,3.0,1,27,1537.0,PHK76 X W606S,2022-05-18,2022-07-26,2022-07-26,69.0,69.0,0.0,1418.86,1418.86,0.0,120.0,250.0,32941.0,7.98,74.86,13.4,59.2,13.8,10.8,3.1,2.4,24.8,14.0,300.0,19.0,58.4,11.0,6.69,68.86,11.04,4.33,0.87,1.12,red,6.25,10/19/2022 16:9:9,NA,27-1
2939,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1538$ROW2$RANGE27$PHK56 X W606S,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,63.0,3.0,2,27,1538.0,PHK56 X W606S,2022-05-18,2022-07-29,2022-07-26,72.0,69.0,-3.0,1482.96,1418.86,-64.1,130.0,270.0,32426.0,9.02,85.33,12.6,59.9,13.0,12.2,3.5,2.4,30.2,14.0,334.0,19.1,65.2,12.2,6.69,68.23,10.59,4.34,0.77,1.11,yellow,0.0,10/20/2022 12:22:39,NA,27-2
2940,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1539$ROW3$RANGE27$LH82 X W606S,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,67.0,3.0,3,27,1539.0,LH82 X W606S,2022-05-18,2022-07-26,2022-07-24,69.0,67.0,-2.0,1418.86,1377.51,-41.35,120.0,250.0,34485.0,9.49,91.52,10.9,60.9,15.9,13.9,3.5,2.5,29.5,17.0,453.0,15.0,67.2,14.2,6.97,70.32,11.34,3.55,1.32,1.27,orange,0.0,10/20/2022 17:24:58,NA,27-3
2941,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1540$ROW4$RANGE27$PHN46 X W606S,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,61.0,3.0,4,27,1540.0,PHN46 X W606S,2022-05-18,2022-07-29,2022-07-26,72.0,69.0,-3.0,1482.96,1418.86,-64.1,130.0,270.0,31397.0,8.52,81.49,11.7,60.5,16.4,12.5,4.2,2.8,32.0,14.5,367.0,22.9,87.2,16.2,6.8,69.79,10.48,3.83,0.9,1.15,yellow,0.0,10/21/2022 13:15:51,NA,27-4
2942,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1541$ROW5$RANGE27$2369 X PHZ51,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,66.0,3.0,5,27,1541.0,2369 X PHZ51,2022-05-18,2022-07-28,2022-07-26,71.0,69.0,-2.0,1463.36,1418.86,-44.5,130.0,310.0,33971.0,8.1,76.43,12.8,59.5,13.1,12.2,3.5,2.8,28.5,14.8,346.0,20.2,67.1,13.4,6.51,68.6,11.63,3.66,0.89,1.03,yellow,0.0,10/21/2022 13:41:3,NA,27-5
2943,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1542$ROW6$RANGE27$B37 X H95,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,64.0,3.0,6,27,1542.0,B37 X H95,2022-05-18,2022-08-02,2022-07-29,76.0,72.0,-4.0,1570.4,1482.96,-87.45,140.0,320.0,32941.0,2.59,NA,NA,58.0,11.9,10.8,3.9,2.6,27.5,17.5,370.0,16.6,59.9,10.5,6.05,67.34,12.62,4.08,1.23,1.01,yellow,0.0,10/21/2022 14:5:17,Not enough grain for accurate moisture,27-6
2944,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1543$ROW7$RANGE27$SYNGENTA NK0760-3111,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,68.0,3.0,7,27,1543.0,SYNGENTA NK0760-3111,2022-05-18,2022-08-01,2022-07-29,75.0,72.0,-3.0,1548.81,1482.96,-65.85,130.0,260.0,35000.0,7.38,69.29,13.3,58.8,14.4,11.5,3.6,2.1,30.8,15.0,364.0,19.6,73.2,12.5,7.05,68.82,11.68,3.58,3.02,1.73,yellow,0.0,10/21/2022 15:3:47,Solar panel,27-7
2945,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1544$ROW8$RANGE27$B37 X OH43,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,67.0,3.0,8,27,1544.0,B37 X OH43,2022-05-18,2022-08-02,2022-07-25,76.0,68.0,-8.0,1570.4,1400.81,-169.6,140.0,310.0,34485.0,2.65,NA,NA,56.8,10.2,9.2,3.4,2.4,20.2,13.5,199.0,21.8,43.4,9.8,6.18,67.17,12.31,3.71,2.07,1.07,yellow,0.0,10/21/2022 15:29:48,Not enough grain for accurate moisture,27-8
2946,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1545$ROW9$RANGE27$F42 X OH43,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,64.0,3.0,9,27,1545.0,F42 X OH43,2022-05-18,2022-08-01,2022-07-25,75.0,68.0,-7.0,1548.81,1400.81,-148.0,130.0,300.0,32941.0,7.35,69.05,13.2,60.3,12.2,11.2,3.5,2.2,25.5,17.5,359.0,19.0,66.4,11.4,6.72,69.45,11.39,4.64,1.01,1.18,yellow,1.56,10/24/2022 9:13:8,NA,27-9
2947,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1546$ROW10$RANGE27$PHB47 X LH185,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,65.0,3.0,10,27,1546.0,PHB47 X LH185,2022-05-18,2022-07-26,2022-07-23,69.0,66.0,-3.0,1418.86,1348.11,-70.75,100.0,260.0,33456.0,8.35,79.21,12.4,60.6,16.4,12.5,3.5,2.5,29.2,12.0,330.0,20.5,69.6,13.9,6.1,66.33,11.46,3.91,1.98,1.12,yellow,0.0,10/24/2022 9:38:8,NA,27-10
2948,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1557$ROW1$RANGE28$PHK56 X LH82,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,68.0,3.0,1,28,1557.0,PHK56 X LH82,2022-05-18,2022-07-26,2022-07-24,69.0,67.0,-2.0,1418.86,1377.51,-41.35,110.0,230.0,35000.0,11.74,110.98,12.7,59.7,13.5,10.4,3.5,2.2,25.0,16.5,424.0,19.1,77.2,12.5,5.97,67.12,11.41,4.5,1.05,1.11,yellow,0.0,10/19/2022 16:9:45,NA,28-1
2949,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1558$ROW2$RANGE28$LH185 X LH145,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,59.0,3.0,2,28,1558.0,LH185 X LH145,2022-05-18,2022-07-24,2022-07-21,67.0,64.0,-3.0,1377.51,1299.9,-77.6,100.0,250.0,30368.0,8.3,79.25,11.8,60.6,17.1,14.9,3.4,2.0,31.0,12.0,347.0,20.6,70.9,13.7,6.05,68.3,11.69,4.06,1.45,1.2,yellow,0.0,10/20/2022 12:23:12,NA,28-2
2950,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1559$ROW3$RANGE28$PHK76 X LH82,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,63.0,3.0,3,28,1559.0,PHK76 X LH82,2022-05-18,2022-07-26,2022-07-23,69.0,66.0,-3.0,1418.86,1348.11,-70.75,100.0,220.0,32426.0,9.16,87.89,11.4,60.7,14.5,10.5,3.8,2.8,24.0,16.0,371.0,18.7,70.6,13.7,6.04,69.51,10.11,4.67,0.72,1.04,yellow,1.59,10/20/2022 17:25:34,NA,28-3
2951,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1560$ROW4$RANGE28$PHP02 X PHJ89,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,66.0,3.0,4,28,1560.0,PHP02 X PHJ89,2022-05-18,2022-07-24,2022-07-21,67.0,64.0,-3.0,1377.51,1299.9,-77.6,110.0,270.0,33971.0,10.94,105.48,10.9,61.0,17.4,15.4,4.1,3.0,35.0,14.5,482.0,18.3,94.2,17.2,5.75,67.4,11.44,4.4,0.85,1.32,yellow,0.0,10/21/2022 13:16:24,NA,28-4
2952,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1561$ROW5$RANGE28$PHJ40 X LH82,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,65.0,3.0,5,28,1561.0,PHJ40 X LH82,2022-05-18,2022-07-24,2022-07-21,67.0,64.0,-3.0,1377.51,1299.9,-77.6,120.0,240.0,33456.0,10.41,99.79,11.5,60.6,16.0,12.5,3.4,2.2,29.0,15.0,416.0,19.8,73.8,15.8,6.33,68.71,11.96,4.3,1.04,1.11,yellow,0.0,10/21/2022 13:41:32,NA,28-5
2953,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1562$ROW6$RANGE28$B73 X PHM49,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,62.0,3.0,6,28,1562.0,B73 X PHM49,2022-05-18,2022-08-01,2022-07-29,75.0,72.0,-3.0,1548.81,1482.96,-65.85,150.0,300.0,31912.0,5.98,54.38,16.0,57.3,13.8,11.5,3.6,2.4,32.0,15.5,394.0,22.0,83.3,13.4,5.85,69.17,10.3,3.96,1.17,1.03,yellow,0.0,10/21/2022 14:5:49,NA,28-6
2954,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1563$ROW7$RANGE28$B84 X 3IIH6,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,64.0,3.0,7,28,1563.0,B84 X 3IIH6,2022-05-18,2022-07-28,2022-07-26,71.0,69.0,-2.0,1463.36,1418.86,-44.5,120.0,300.0,32941.0,7.51,72.56,10.7,60.8,14.5,12.0,4.0,3.0,24.0,15.5,358.0,21.1,76.8,14.0,6.18,69.55,10.99,3.88,2.04,1.47,yellow,1.56,10/21/2022 15:4:14,NA,28-7
2955,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1564$ROW8$RANGE28$LH198 X PHZ51,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,66.0,3.0,8,28,1564.0,LH198 X PHZ51,2022-05-18,2022-07-29,2022-07-26,72.0,69.0,-3.0,1482.96,1418.86,-64.1,140.0,310.0,33971.0,9.62,89.45,14.2,58.4,14.0,11.8,3.9,2.9,27.0,14.5,306.0,19.8,60.9,13.9,5.89,68.8,11.42,3.69,0.99,1.04,yellow,0.0,10/21/2022 15:30:23,NA,28-8
2956,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1565$ROW9$RANGE28$B73 X 3IIH6,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,64.0,3.0,9,28,1565.0,B73 X 3IIH6,2022-05-18,2022-07-28,2022-07-24,71.0,67.0,-4.0,1463.36,1377.51,-85.85,130.0,290.0,32941.0,11.29,107.64,12.0,60.9,13.8,11.0,4.0,2.5,26.5,16.5,423.0,20.6,82.0,12.2,6.58,66.09,10.92,4.47,2.17,1.64,yellow,0.0,10/24/2022 9:13:44,NA,28-9
2957,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1566$ROW10$RANGE28$LH195 X PHM49,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,67.0,3.0,10,28,1566.0,LH195 X PHM49,2022-05-18,2022-08-03,2022-08-01,77.0,75.0,-2.0,1595.01,1548.81,-46.2,110.0,280.0,34485.0,7.92,71.13,17.1,57.7,14.2,12.9,3.4,2.2,32.5,14.0,402.0,23.0,88.5,14.2,5.9,69.41,10.48,4.76,0.63,1.09,yellow,0.0,10/24/2022 9:38:45,NA,28-10
2958,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1577$ROW1$RANGE29$PHK56 X PHJ89,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,61.0,3.0,1,29,1577.0,PHK56 X PHJ89,2022-05-18,2022-08-03,2022-07-29,77.0,72.0,-5.0,1595.01,1482.96,-112.05,100.0,210.0,31397.0,7.91,65.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32,68.03,12.1,4.11,0.93,1.08,NA,0.0,10/19/2022 16:10:17,NA,29-1
2959,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1578$ROW2$RANGE29$SYNGENTA NK0760-3111,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,63.0,3.0,2,29,1578.0,SYNGENTA NK0760-3111,2022-05-18,2022-08-01,2022-07-31,75.0,74.0,-1.0,1548.81,1524.51,-24.3,110.0,250.0,32426.0,8.64,82.59,11.8,60.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.51,69.36,10.03,4.09,2.66,1.68,NA,0.0,10/20/2022 12:23:53,NA,29-2
2960,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1579$ROW3$RANGE29$LH185 X LH82,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,62.0,3.0,3,29,1579.0,LH185 X LH82,2022-05-18,2022-07-29,2022-07-24,72.0,67.0,-5.0,1482.96,1377.51,-105.45,90.0,220.0,31912.0,9.56,91.91,11.2,60.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58,67.64,12.79,4.2,1.21,1.12,NA,0.0,10/20/2022 17:26:3,NA,29-3
2961,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1580$ROW4$RANGE29$LH82 X PHJ89,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,63.0,3.0,4,29,1580.0,LH82 X PHJ89,2022-05-18,2022-07-26,2022-07-23,69.0,66.0,-3.0,1418.86,1348.11,-70.75,110.0,250.0,32426.0,9.71,93.48,11.1,60.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,68.17,11.92,4.85,0.63,1.21,NA,0.0,10/21/2022 13:17:4,NA,29-4
2962,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1581$ROW5$RANGE29$PHN46 X PHB47,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,64.0,3.0,5,29,1581.0,PHN46 X PHB47,2022-05-18,2022-07-28,2022-07-26,71.0,69.0,-2.0,1463.36,1418.86,-44.5,120.0,280.0,32941.0,15.0,141.87,12.6,59.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46,70.56,11.05,3.54,1.31,0.91,NA,0.0,10/21/2022 13:42:20,NA,29-5
2963,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1582$ROW6$RANGE29$PHZ51 X LH145,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,59.0,3.0,6,29,1582.0,PHZ51 X LH145,2022-05-18,2022-07-29,2022-07-25,72.0,68.0,-4.0,1482.96,1400.81,-82.15,130.0,310.0,30368.0,9.14,87.74,11.4,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23,69.95,10.03,4.11,0.97,1.1,NA,0.0,10/21/2022 14:6:22,NA,29-6
2964,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1583$ROW7$RANGE29$F42 X MO17,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,63.0,3.0,7,29,1583.0,F42 X MO17,2022-05-18,2022-07-30,2022-07-26,73.0,69.0,-4.0,1503.01,1418.86,-84.15,130.0,300.0,32426.0,9.22,86.15,13.8,58.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44,67.59,11.16,4.13,1.44,1.3,NA,0.0,10/21/2022 15:4:51,NA,29-7
2965,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1584$ROW8$RANGE29$LH123HT X 3IIH6,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,63.0,3.0,8,29,1584.0,LH123HT X 3IIH6,2022-05-18,2022-07-29,2022-07-27,72.0,70.0,-2.0,1482.96,1442.4,-40.55,140.0,300.0,32426.0,9.32,90.28,10.6,60.9,16.6,14.5,3.9,2.5,33.2,17.0,513.0,19.9,101.7,19.3,5.15,66.15,11.11,3.9,1.79,1.29,yellow,0.0,10/21/2022 15:30:50,NA,29-8
2966,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1585$ROW9$RANGE29$PHW52 X PHM49,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,64.0,3.0,9,29,1585.0,PHW52 X PHM49,2022-05-18,2022-08-01,2022-07-28,75.0,71.0,-4.0,1548.81,1463.36,-85.45,130.0,270.0,32941.0,10.25,95.19,14.2,59.5,13.9,12.9,3.5,2.0,31.0,13.0,298.0,26.5,81.0,11.8,4.87,69.44,10.64,4.23,1.01,1.0,yellow,0.0,10/24/2022 9:14:21,NA,29-9
2967,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP1$PLOT1586$ROW10$RANGE29$PHB47 X PHK56,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,67.0,3.0,10,29,1586.0,PHB47 X PHK56,2022-05-18,2022-07-28,2022-07-26,71.0,69.0,-2.0,1463.36,1418.86,-44.5,90.0,240.0,34485.0,11.04,104.37,12.7,60.4,14.4,13.0,3.5,2.0,33.2,14.0,418.0,18.8,80.7,16.0,5.63,65.23,12.3,3.85,1.53,1.06,yellow,0.0,10/24/2022 9:39:23,NA,29-10
2968,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1427$ROW11$RANGE21$LH195 X PHM49,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,61.0,4.0,11,21,1427.0,LH195 X PHM49,2022-05-18,2022-08-02,2022-07-29,76.0,72.0,-4.0,1570.4,1482.96,-87.45,130.0,280.0,31397.0,8.55,78.82,14.9,59.1,13.1,12.2,3.8,2.2,28.2,15.0,366.0,23.5,83.8,13.9,4.55,69.22,10.89,4.36,0.51,1.0,yellow,0.0,10/24/2022 10:0:12,NA,21-11
2969,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1429$ROW15$RANGE21$PHP02 X LH82,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,64.0,4.0,15,21,1429.0,PHP02 X LH82,2022-05-18,2022-07-26,2022-07-22,69.0,65.0,-4.0,1418.86,1323.61,-95.25,120.0,230.0,32941.0,8.13,77.46,12.0,60.9,16.0,12.0,4.0,2.6,29.8,16.5,387.0,18.8,69.8,18.7,5.94,66.7,12.69,3.88,1.27,1.31,yellow,0.0,10/24/2022 11:37:56,NA,21-15
2970,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1430$ROW16$RANGE21$PHG39 X PHM49,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,64.0,4.0,16,21,1430.0,PHG39 X PHM49,2022-05-18,2022-08-01,2022-07-29,75.0,72.0,-3.0,1548.81,1482.96,-65.85,110.0,270.0,32941.0,4.96,46.89,12.8,60.2,14.6,12.5,3.4,2.2,27.8,14.5,314.0,24.3,74.6,10.3,5.92,69.53,10.28,3.33,1.54,1.01,yellow,0.0,10/24/2022 12:2:57,NA,21-16
2971,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1431$ROW17$RANGE21$2369 X PHP02,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,65.0,4.0,17,21,1431.0,2369 X PHP02,2022-05-18,2022-07-26,2022-07-22,69.0,65.0,-4.0,1418.86,1323.61,-95.25,120.0,260.0,33456.0,7.61,72.69,11.7,61.0,15.2,13.4,3.6,2.5,30.8,13.5,246.0,23.9,59.9,13.2,5.68,67.79,11.86,3.47,1.42,1.17,yellow,0.0,10/24/2022 12:28:36,NA,21-17
2972,NORTH PLATTE$HIPS - NO IRRIGATION - MEDIUM NITROGEN$REP2$PLOT1432$ROW18$RANGE21$PHB47 X 3IIH9,North Platte3,North Platte3,0.0,Medium,150.0,NA,17.0,66.0,4.0,18,21,1432.0,PHB47 X 3IIH6,2022-05-18,2022-07-25,2022-07-21,68.0,64.0,-4.0,1400.81,1299.9,-100.9,110.0,260.0,33971.0,8.35,80.19,11.4,61.1,16.125,12.9,3.75,2.625,30.0,16.0,404.0,18.175,73.2,14.675,5.56,63.8,11.32,4.45,1.58,1.35,yellow,0.0,10/24/2022 12:54:12,NA,21-18
